Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,SEED,LEARNING_RATE,BATCH_SIZE,MDP_MODULE_DISCOUNT
356,:,1612293654.835,3.46,0,223,0,0,3543305936,0.125,1,0.9
360,:,1612293655.064,3.478,0,223,0,0,3390822559,0.25,1,0.9
359,:,1612293654.93,3.621,0,223,0,0,4173556719,0.5,5,0.9
362,:,1612293655.141,3.473,0,223,0,0,4173556719,2,1,0.8
354,:,1612293654.701,3.936,0,223,0,0,991818103,0.125,25,0.95
361,:,1612293655.082,3.616,0,223,0,0,1111384852,1,5,0.8
357,:,1612293654.857,3.848,0,223,0,0,991818103,0.5,25,0.8
363,:,1612293655.15,3.58,0,223,0,0,240309497,0.5,1,0.95
364,:,1612293655.367,3.444,0,223,0,0,1953635580,1,1,0.9
368,:,1612293655.454,3.509,0,223,0,0,3602412539,0.25,1,0.8
365,:,1612293655.381,3.598,0,223,0,0,1395720285,0.25,5,0.95
366,:,1612293655.422,3.582,0,223,0,0,107577988,2,5,0.8
367,:,1612293655.431,3.581,0,223,0,0,1111384852,2,5,0.8
369,:,1612293655.541,3.48,0,223,0,0,3543305936,0.5,1,0.95
371,:,1612293655.664,3.539,0,223,0,0,1395720285,0.25,5,0.8
374,:,1612293655.823,3.391,0,223,0,0,384799037,0.5,1,0.9
370,:,1612293655.55,3.799,0,223,0,0,991818103,1,25,0.95
372,:,1612293655.736,3.625,0,223,0,0,384799037,1,1,0.8
373,:,1612293655.75,3.904,0,223,0,0,240309497,0.25,25,0.8
376,:,1612293656.016,3.703,0,223,0,0,240309497,0.5,5,0.9
378,:,1612293656.194,3.532,0,223,0,0,240309497,0.5,5,0.95
380,:,1612293656.27,3.48,0,223,0,0,733348321,1,1,0.8
375,:,1612293656.003,3.792,0,223,0,0,240309497,1,25,0.9
377,:,1612293656.066,3.849,0,223,0,0,3390822559,2,25,0.95
379,:,1612293656.245,3.798,0,223,0,0,733348321,2,25,0.95
